video,frame,time_sec,time_hms,class_id,class_name,score,x1,y1,x2,y2,mask_area_px,img_w,img_h
7252,269,8.974,0:00:08,1,1,0.9155,749,20,951,131,22022,1000,600
7252,270,9.008,0:00:09,1,1,0.9829,748,27,953,130,20907,1000,600
7252,271,9.041,0:00:09,1,1,0.9848,748,26,954,130,21035,1000,600
7252,272,9.075,0:00:09,1,1,0.9858,748,26,955,130,21285,1000,600
7252,273,9.108,0:00:09,1,1,0.9868,749,25,956,130,21441,1000,600
7252,274,9.141,0:00:09,1,1,0.987,749,25,956,130,21439,1000,600
7252,275,9.175,0:00:09,1,1,0.9847,748,25,956,130,21474,1000,600
7252,276,9.208,0:00:09,1,1,0.9867,748,25,955,130,21349,1000,600
7252,277,9.241,0:00:09,1,1,0.9855,749,26,952,130,20967,1000,600
7252,278,9.275,0:00:09,1,1,0.9877,746,27,954,131,21238,1000,600
7252,279,9.308,0:00:09,1,1,0.9869,747,27,954,131,21292,1000,600
7252,280,9.341,0:00:09,1,1,0.9843,746,22,941,130,20451,1000,600
7252,281,9.375,0:00:09,1,1,0.9847,747,22,941,130,20326,1000,600
7252,282,9.408,0:00:09,1,1,0.9859,747,26,954,131,21256,1000,600
7252,283,9.442,0:00:09,1,1,0.9829,747,26,954,131,21276,1000,600
7252,284,9.475,0:00:09,1,1,0.9831,747,26,953,130,21145,1000,600
7252,285,9.508,0:00:09,1,1,0.9826,750,25,953,130,20998,1000,600
7252,286,9.542,0:00:09,1,1,0.9827,750,24,953,131,21132,1000,600
7252,287,9.575,0:00:09,1,1,0.9831,747,26,954,130,21310,1000,600
7252,288,9.608,0:00:09,1,1,0.9829,748,26,953,130,21129,1000,600
7252,289,9.642,0:00:09,1,1,0.9833,749,25,955,131,21619,1000,600
7252,290,9.675,0:00:09,1,1,0.9831,749,26,954,130,21170,1000,600
7252,291,9.708,0:00:09,1,1,0.9832,747,21,942,130,20841,1000,600
7252,292,9.742,0:00:09,1,1,0.9856,747,25,954,131,21564,1000,600
7252,293,9.775,0:00:09,1,1,0.9848,747,25,955,131,21599,1000,600
7252,294,9.809,0:00:09,1,1,0.9848,747,26,955,131,21414,1000,600
7252,295,9.842,0:00:09,1,1,0.9836,749,25,953,131,21284,1000,600
7252,296,9.875,0:00:09,1,1,0.9842,747,26,954,131,21458,1000,600
7252,297,9.909,0:00:09,1,1,0.9837,750,25,954,130,21220,1000,600
7252,298,9.942,0:00:09,1,1,0.9849,749,25,954,131,21455,1000,600
7252,299,9.975,0:00:09,1,1,0.9845,749,25,955,131,21431,1000,600
7252,300,10.009,0:00:10,1,1,0.9835,750,25,953,131,21208,1000,600
7252,301,10.042,0:00:10,1,1,0.9835,750,25,953,130,21094,1000,600
7252,302,10.075,0:00:10,1,1,0.9834,744,24,951,132,21842,1000,600
7252,303,10.109,0:00:10,1,1,0.9838,750,25,953,131,21207,1000,600
7252,304,10.142,0:00:10,1,1,0.9836,748,27,955,131,21242,1000,600
7252,305,10.175,0:00:10,1,1,0.978,745,25,952,132,21552,1000,600
7252,306,10.209,0:00:10,1,1,0.9838,746,24,949,131,21222,1000,600
7252,307,10.242,0:00:10,1,1,0.9769,747,25,952,131,21277,1000,600
7252,308,10.276,0:00:10,1,1,0.9681,750,24,951,131,21169,1000,600
7252,309,10.309,0:00:10,1,1,0.9735,746,23,952,131,21930,1000,600
7252,310,10.342,0:00:10,1,1,0.9696,746,24,952,131,21731,1000,600
7252,311,10.376,0:00:10,1,1,0.9646,746,25,951,132,21446,1000,600
7252,312,10.409,0:00:10,1,1,0.9576,749,20,954,130,22148,1000,600
7252,313,10.442,0:00:10,1,1,0.9441,746,26,951,132,21352,1000,600
7252,314,10.476,0:00:10,1,1,0.9411,747,25,950,132,21415,1000,600
7252,315,10.509,0:00:10,1,1,0.9309,746,26,952,131,21357,1000,600
7252,316,10.542,0:00:10,1,1,0.9419,748,24,956,130,21444,1000,600
7252,317,10.576,0:00:10,1,1,0.938,749,22,957,130,22004,1000,600
7252,318,10.609,0:00:10,1,1,0.9464,747,25,952,130,21250,1000,600
7252,319,10.643,0:00:10,1,1,0.9457,747,25,953,130,21141,1000,600
7252,320,10.676,0:00:10,1,1,0.9289,747,25,953,130,21233,1000,600
7252,321,10.709,0:00:10,1,1,0.9372,746,26,952,131,21284,1000,600
7252,322,10.743,0:00:10,1,1,0.9321,746,26,951,131,21168,1000,600
7252,323,10.776,0:00:10,1,1,0.9322,750,24,956,130,21493,1000,600
7252,324,10.809,0:00:10,1,1,0.9165,751,24,957,130,21450,1000,600
7252,325,10.843,0:00:10,1,1,0.9325,748,27,953,132,21183,1000,600
7252,326,10.876,0:00:10,1,1,0.9625,750,21,940,131,20306,1000,600
7252,327,10.909,0:00:10,1,1,0.9281,752,24,955,130,21197,1000,600
7252,328,10.943,0:00:10,1,1,0.925,755,25,956,131,20646,1000,600
7252,329,10.976,0:00:10,1,1,0.9565,759,25,961,130,20749,1000,600
7252,330,11.01,0:00:11,1,1,0.9735,761,30,964,130,19888,1000,600
7252,331,11.043,0:00:11,1,1,0.9694,767,27,966,130,20133,1000,600
7252,332,11.076,0:00:11,1,1,0.9651,767,27,968,130,20437,1000,600
7252,333,11.11,0:00:11,1,1,0.9702,766,29,964,130,19613,1000,600
7252,334,11.143,0:00:11,1,1,0.9677,767,29,969,130,20156,1000,600
7252,335,11.176,0:00:11,1,1,0.9677,767,29,969,130,20095,1000,600
7252,336,11.21,0:00:11,1,1,0.973,768,29,967,130,19650,1000,600
7252,337,11.243,0:00:11,1,1,0.9712,768,30,968,130,19721,1000,600
7252,338,11.276,0:00:11,1,1,0.9747,765,28,962,131,19735,1000,600
7252,339,11.31,0:00:11,1,1,0.966,766,29,967,130,19940,1000,600
7252,340,11.343,0:00:11,1,1,0.97,762,27,964,134,20871,1000,600
7252,341,11.377,0:00:11,1,1,0.9737,760,30,962,134,20446,1000,600
7252,342,11.41,0:00:11,1,1,0.9685,759,27,962,129,20427,1000,600
7252,343,11.443,0:00:11,1,1,0.9598,757,25,961,130,20964,1000,600
7252,344,11.477,0:00:11,1,1,0.9468,756,30,953,130,19345,1000,600
7252,345,11.51,0:00:11,1,1,0.9493,756,30,952,130,19257,1000,600
7252,346,11.543,0:00:11,1,1,0.94,756,30,951,130,19078,1000,600
7252,347,11.577,0:00:11,1,1,0.9474,756,30,951,130,19061,1000,600
7252,348,11.61,0:00:11,1,1,0.9562,754,28,958,129,20108,1000,600
7252,349,11.643,0:00:11,1,1,0.9634,754,29,957,129,19921,1000,600
7252,350,11.677,0:00:11,1,1,0.961,756,30,950,130,18975,1000,600
7252,351,11.71,0:00:11,1,1,0.959,755,28,956,130,20076,1000,600
7252,352,11.744,0:00:11,1,1,0.9712,756,28,949,130,19274,1000,600
7252,353,11.777,0:00:11,1,1,0.9666,755,23,956,130,21255,1000,600
7252,354,11.81,0:00:11,1,1,0.9775,755,26,955,130,20350,1000,600
7252,355,11.844,0:00:11,1,1,0.9778,754,23,955,130,21073,1000,600
7252,356,11.877,0:00:11,1,1,0.9833,752,26,957,128,20540,1000,600
7252,357,11.91,0:00:11,1,1,0.9819,751,26,954,130,20794,1000,600
